source_user_id,source_username,source_instance,target_user_id,created_at,snapshot,edge_type
109332090088389453,otterX,mindly.social,109350720031971180,2023-10-01T18:10:59.000Z,Snapshot 2 — Post Settling (2023),reply
109349309657524697,duncan_blues,norden.social,110784875503791210,2023-09-05T07:41:41.000Z,Snapshot 2 — Post Settling (2023),reply
111453874445067018,ilust606,mastodon.social,110266162634306901,2025-03-11T23:23:52.099Z,Snapshot 3 — Current State (2024–2026),reply
113328669165063614,nickrauchen,c.im,111763278410479908,2025-01-16T19:56:10.000Z,Snapshot 3 — Current State (2024–2026),reply
34099,claushoumann,mastodon.social,108198474884567961,2025-01-13T23:01:33.962Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,108197900630052143,2024-11-26T13:51:57.355Z,Snapshot 3 — Current State (2024–2026),reply
998459,matt,oslo.town,113482343902379523,2024-11-14T20:05:59.000Z,Snapshot 3 — Current State (2024–2026),reply
109293267448711440,infosec_jcp,infosec.exchange,109377819356880446,2024-11-12T03:48:38.000Z,Snapshot 3 — Current State (2024–2026),reply
109280417601172088,skidsravine,mastodon.online,13327,2024-08-21T19:07:40.000Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,110266162634306901,2024-08-14T02:07:05.356Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,110523442638962723,2024-08-05T06:53:07.972Z,Snapshot 3 — Current State (2024–2026),reply
108249002099478355,thoralf,soc.umrath.net,109631482021914792,2024-07-24T05:41:17.000Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,109355700962815786,2024-07-23T16:25:38.624Z,Snapshot 3 — Current State (2024–2026),reply
110430235987933306,richardrathe,universeodon.com,108194890308088987,2024-06-23T00:14:19.000Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,109355700962815786,2024-04-16T00:41:37.672Z,Snapshot 3 — Current State (2024–2026),reply
111453874445067018,ilust606,mastodon.social,109340078770556100,2024-02-13T21:12:52.069Z,Snapshot 3 — Current State (2024–2026),reply
111307245420667107,FediVariety,mastodon.social,109702660873984151,2023-11-14T17:13:31.255Z,Snapshot 2 — Post Settling (2023),reply
109321887363928976,OlDude82,mstdn.party,109390165997744795,2023-09-30T02:24:58.000Z,Snapshot 2 — Post Settling (2023),reply
110949215988282212,Pabamiti,troet.cafe,109721390932598723,2023-09-19T13:21:42.000Z,Snapshot 2 — Post Settling (2023),reply
110949215988282212,Pabamiti,troet.cafe,889707,2023-09-19T13:17:10.000Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,109292665610187066,2023-09-01T09:44:23.151Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,109885935285417015,2023-08-09T18:48:36.518Z,Snapshot 2 — Post Settling (2023),reply
109300257954041507,EricaMcIntyre,aus.social,109871946184073037,2023-07-24T23:43:12.000Z,Snapshot 2 — Post Settling (2023),reply
109479736004007031,armact,activism.openworlds.info,193113,2023-07-23T22:42:28.000Z,Snapshot 2 — Post Settling (2023),reply
110084111000088620,asjo,illuminant.asjo.org,109278204949699170,2023-07-18T16:55:04.000Z,Snapshot 2 — Post Settling (2023),reply
109871946184073037,ecoscore,aus.social,109278204949699170,2023-07-18T10:43:56.000Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,109326089248813292,2024-10-16T11:12:24.593Z,Snapshot 3 — Current State (2024–2026),reply
109258636566275551,HistoPol,mastodon.social,109708916081383284,2024-02-06T19:54:05.230Z,Snapshot 3 — Current State (2024–2026),reply
109258636566275551,HistoPol,mastodon.social,109537504134917132,2024-02-03T22:40:43.831Z,Snapshot 3 — Current State (2024–2026),reply
109419027219175792,leswarden,mastodon.world,109769076265344791,2023-12-24T14:28:06.000Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,111193464481360946,2023-11-16T18:44:26.416Z,Snapshot 2 — Post Settling (2023),reply
109721390932598723,heiseonline,social.heise.de,109322072367744112,2023-07-07T17:52:44.000Z,Snapshot 2 — Post Settling (2023),reply
109726435281568864,mho,social.heise.de,471607,2023-07-01T19:03:58.000Z,Snapshot 2 — Post Settling (2023),reply
44081,bison,mastodon.social,109282561349931784,2023-07-01T17:38:38.332Z,Snapshot 2 — Post Settling (2023),reply
225258,naught101,mastodon.social,109726435281568864,2023-06-09T05:52:02.646Z,Snapshot 2 — Post Settling (2023),reply
109258636566275551,HistoPol,mastodon.social,109744740512126081,2023-05-23T23:45:39.293Z,Snapshot 2 — Post Settling (2023),reply
